,incident_id,incident_date,state,city_county,street_address,killed,injured,full_address,lat,long
0,1582816,"December 29, 2019",Illinois,Danville,1803  Westview Ave,0,5,"1803  Westview Ave, Danville Illinois",40.1555301092308,-87.61471508589744
1,1582197,"December 29, 2019",New York,Buffalo,50  Henrietta Ave,1,3,"50  Henrietta Ave, Buffalo New York",42.9563206122449,-78.89934789795919
2,1583444,"December 29, 2019",California,Ceres,800  Allacante Dr,0,5,"800  Allacante Dr, Ceres California",37.590897,-120.981631
3,1581590,"December 27, 2019",California,Modesto,1900  Vernon Ave,1,3,"1900  Vernon Ave, Modesto California",37.614474926174495,-121.02792171140939
4,1581103,"December 27, 2019",Texas,Houston,500  Smart St,2,7,"500  Smart St, Houston Texas",29.95991275,-95.56226793134292
5,1581476,"December 27, 2019",Georgia,Kennesaw,1575 Ridenour Pkwy NW,0,4,"1575 Ridenour Pkwy NW, Kennesaw Georgia",Not Found,Not Found
6,1580308,"December 26, 2019",Florida,Saint Petersburg,4300 6th St S,0,5,"4300 6th St S, Saint Petersburg Florida",27.72960872463256,-82.64059860402041
7,1579889,"December 25, 2019",California,Oakland,2100  34th Ave,0,4,"2100  34th Ave, Oakland California",37.783701288590606,-122.21961911409396
8,1579970,"December 25, 2019",Iowa,Coralville,954 Boston Way,1,3,"954 Boston Way, Coralville Iowa",41.68764192201704,-91.59938873301564
9,1579856,"December 25, 2019",Virginia,Richmond,1800 E Main St,1,3,"1800 E Main St, Richmond Virginia",37.532898,-77.427455
10,1579266,"December 24, 2019",Louisiana,New Orleans,6400  General Meyer Ave,0,4,"6400  General Meyer Ave, New Orleans Louisiana",29.9239098,-89.9842771
11,1594317,"December 24, 2019",Illinois,Joliet,1200  Cutter Ave,0,5,"1200  Cutter Ave, Joliet Illinois",41.546468,-88.053247
12,1579220,"December 24, 2019",North Carolina,High Point,1226 Montlieu Ave,0,6,"1226 Montlieu Ave, High Point North Carolina",35.979168,-79.980115
13,1577577,"December 22, 2019",Maryland,Baltimore,225 Park Ave,0,7,"225 Park Ave, Baltimore Maryland",39.292552150000006,-76.61785911125338
14,1577688,"December 22, 2019",Minnesota,Minneapolis (Spring Lake Park),8407 Plaza Blvd NE,1,7,"8407 Plaza Blvd NE, Minneapolis (Spring Lake Park) Minnesota",Not Found,Not Found
15,1577518,"December 22, 2019",Illinois,Chicago,5700  S May St,0,13,"5700  S May St, Chicago Illinois",41.790393800000004,-87.65389313950436
16,1578711,"December 21, 2019",Louisiana,Edgard,2555 LA-18,0,4,"2555 LA-18, Edgard Louisiana",30.04650744821958,-90.58454701114957
17,1577046,"December 20, 2019",Mississippi,Waynesboro,Turner St,1,6,"Turner St, Waynesboro Mississippi",31.6646003,-88.6420331
18,1577438,"December 20, 2019",Alabama,Tuskegee,2900  Davison St,2,2,"2900  Davison St, Tuskegee Alabama",32.399309,-85.720013
19,1575175,"December 18, 2019",Texas,San Antonio,2418 SW Military Dr,0,4,"2418 SW Military Dr, San Antonio Texas",29.35655729032258,-98.53322396774193
20,1573754,"December 17, 2019",Montana,Great Falls,1701 10th Ave S,4,1,"1701 10th Ave S, Great Falls Montana",47.49402992857143,-111.27807394897958
21,1572275,"December 15, 2019",Georgia,Columbus,600  32nd St,1,4,"600  32nd St, Columbus Georgia",32.493986,-84.984949
22,1573471,"December 14, 2019",California,Ivanhoe,15700  Paradise Ave,0,4,"15700  Paradise Ave, Ivanhoe California",36.381905,-119.220453
23,1571348,"December 12, 2019",Missouri,Saint Louis (Moline Acres),9900  Lewis and Clark Blvd,1,3,"9900  Lewis and Clark Blvd, Saint Louis (Moline Acres) Missouri",38.747073,-90.239697
24,1568230,"December 10, 2019",New Jersey,Jersey City,223 Martin Luther King Dr,6,3,"223 Martin Luther King Dr, Jersey City New Jersey",40.7147116,-74.0754342
25,1567932,"December 8, 2019",Texas,Desoto,200  W Wintergreen Rd,2,3,"200  W Wintergreen Rd, Desoto Texas",32.618494,-96.858505
26,1567231,"December 8, 2019",Louisiana,New Orleans,3801 Washington Ave,1,4,"3801 Washington Ave, New Orleans Louisiana",29.9488906,-90.0990511841542
27,1565216,"December 6, 2019",Florida,Pensacola,280 Taylor Rd,4,8,"280 Taylor Rd, Pensacola Florida",30.4780499,-87.1947105
28,1564524,"December 4, 2019",Alabama,Montgomery,500 Eastdale Rd S,2,2,"500 Eastdale Rd S, Montgomery Alabama",32.376413,-86.204633
29,1562043,"December 1, 2019",Louisiana,Cotton Valley,116 Hawthorne Loop,2,3,"116 Hawthorne Loop, Cotton Valley Louisiana",32.813105905196686,-93.42970458367982
30,1561966,"December 1, 2019",Louisiana,New Orleans,2000  N Dorgenois St,2,2,"2000  N Dorgenois St, New Orleans Louisiana",29.98224,-90.064844
31,1561813,"December 1, 2019",Illinois,Aurora,700  S 5th St,1,4,"700  S 5th St, Aurora Illinois",41.742544,-88.312058
32,1562685,"December 1, 2019",Michigan,Kalamazoo,6300  Proctor St,1,3,"6300  Proctor St, Kalamazoo Michigan",Not Found,Not Found
33,1561734,"December 1, 2019",Louisiana,New Orleans,700  Canal St,0,12,"700  Canal St, New Orleans Louisiana",29.9530497,-90.0694014
34,1561398,"November 30, 2019",Arkansas,Hensley,6500  E Sardis Rd,0,5,"6500  E Sardis Rd, Hensley Arkansas",Not Found,Not Found
35,1560645,"November 29, 2019",Texas,Amarillo,2650 Dumas Dr,0,7,"2650 Dumas Dr, Amarillo Texas",35.24087693805399,-101.83087625516222
36,1559257,"November 27, 2019",New York,Bronx,E 153rd St and Courtlandt Ave,0,5,"E 153rd St and Courtlandt Ave, Bronx New York",Not Found,Not Found
37,1558067,"November 25, 2019",Florida,Brownsville,NW 29th Ave and 44th St,2,2,"NW 29th Ave and 44th St, Brownsville Florida",Not Found,Not Found
38,1557006,"November 24, 2019",Alabama,Birmingham,7 15th St W,1,4,"7 15th St W, Birmingham Alabama",33.499027,-86.861075
39,1556633,"November 24, 2019",California,Los Angeles,100  E 11th St,0,6,"100  E 11th St, Los Angeles California",34.038948,-118.25808
40,1556984,"November 24, 2019",Louisiana,Cottonport,3846 LA-29,2,2,"3846 LA-29, Cottonport Louisiana",30.992591870644784,-92.08018617120665
41,1555879,"November 23, 2019",California,Los Angeles,833 S Spring St,0,4,"833 S Spring St, Los Angeles California",34.0423785,-118.2544884
42,1556002,"November 23, 2019",Louisiana,Tallulah,Depot St,1,6,"Depot St, Tallulah Louisiana",32.4072437,-91.187437
43,1555135,"November 21, 2019",California,Long Beach,1100  10th St,0,5,"1100  10th St, Long Beach California",33.77888,-118.178911
44,1554807,"November 21, 2019",Washington,Everett,120 West Casino Rd,0,4,"120 West Casino Rd, Everett Washington",47.92180774032327,-122.23446184829128
45,1554446,"November 20, 2019",California,Richmond,20th St and Roosevelt Ave,0,4,"20th St and Roosevelt Ave, Richmond California",Not Found,Not Found
46,1552068,"November 18, 2019",New Jersey,Newark,139 S 8th St,1,4,"139 S 8th St, Newark New Jersey",40.745734428571424,-74.19613157142858
47,1551531,"November 17, 2019",California,Fresno,5361 E Lamona Ave,4,6,"5361 E Lamona Ave, Fresno California",36.7607744,-119.71526533333333
48,1551162,"November 17, 2019",Ohio,Cleveland,7100  Lawn Ave,0,4,"7100  Lawn Ave, Cleveland Ohio",41.47606196385542,-81.73367860240964
49,1550546,"November 16, 2019",California,San Diego,2152 Flintridge Dr,6,0,"2152 Flintridge Dr, San Diego California",32.677611,-117.069088
50,1548689,"November 14, 2019",California,Santa Clarita,21900 Centurion Way,3,3,"21900 Centurion Way, Santa Clarita California",34.443057,-118.517993
51,1547021,"November 11, 2019",Florida,Belle Glade,SW 7th St,0,4,"SW 7th St, Belle Glade Florida",26.680364,-80.67608
52,1546102,"November 10, 2019",Missouri,Kansas City,4704 Independence Ave,0,4,"4704 Independence Ave, Kansas City Missouri",39.10557589795918,-94.52704771428571
53,1546038,"November 10, 2019",Tennessee,Memphis,2080 E. Brooks Rd,1,4,"2080 E. Brooks Rd, Memphis Tennessee",35.060725,-89.993934
54,1546155,"November 10, 2019",Arkansas,Little Rock,3000  W 12th St,0,4,"3000  W 12th St, Little Rock Arkansas",34.740044,-92.307069
55,1545955,"November 9, 2019",Michigan,Detroit,3800  E McNichols Rd,0,4,"3800  E McNichols Rd, Detroit Michigan",42.418576,-83.06344
56,1546508,"November 9, 2019",Georgia,Vidalia,Wiggins St,0,4,"Wiggins St, Vidalia Georgia",32.227936,-82.40839
57,1545027,"November 8, 2019",North Carolina,Raleigh,503 Bragg St,1,3,"503 Bragg St, Raleigh North Carolina",35.765796,-78.632536
58,1543835,"November 7, 2019",Georgia,Conyers,1800  Green St,2,3,"1800  Green St, Conyers Georgia",Not Found,Not Found
59,1541774,"November 4, 2019",Texas,Houston,5000  Northridge Dr,1,4,"5000  Northridge Dr, Houston Texas",29.671295,-95.348409
60,1540863,"November 3, 2019",Ohio,Toledo,600  Magnolia St,0,4,"600  Magnolia St, Toledo Ohio",41.661972,-83.521434
61,1540841,"November 3, 2019",Texas,Nacogdoches,Sandyland Cir and CR 823,1,3,"Sandyland Cir and CR 823, Nacogdoches Texas",Not Found,Not Found
62,1540280,"November 2, 2019",Louisiana,Baton Rouge,137 Taylor St,0,4,"137 Taylor St, Baton Rouge Louisiana",30.42617728367528,-91.18090537456091
63,1540240,"November 2, 2019",Michigan,Detroit,7000  E. Kirby,1,4,"7000  E. Kirby, Detroit Michigan",42.360791899999995,-83.06548262690518
64,1539572,"November 1, 2019",Arizona,Tolleson,2434 S 86th Ln,0,5,"2434 S 86th Ln, Tolleson Arizona",Not Found,Not Found
65,1539557,"November 1, 2019",Texas,San Angelo,1616 S Chadbourne St,0,4,"1616 S Chadbourne St, San Angelo Texas",31.444618959183675,-100.43453322448978
66,1539347,"October 31, 2019",California,Orinda,114 Lucille Way,5,3,"114 Lucille Way, Orinda California",37.87233560202386,-122.18409624452495
67,1537992,"October 30, 2019",Pennsylvania,Philadelphia,5026 Walton Ave,4,0,"5026 Walton Ave, Philadelphia Pennsylvania",39.94920312244898,-75.22368934693877
68,1537044,"October 29, 2019",Maryland,Baltimore,4700  Liberty Heights Ave,1,3,"4700  Liberty Heights Ave, Baltimore Maryland",39.33167295,-76.69577977179884
69,1537672,"October 29, 2019",California,Long Beach,2709 E 7th St,3,9,"2709 E 7th St, Long Beach California",33.7741317,-118.1071982
70,1536787,"October 28, 2019",Maryland,Baltimore,4160 Pimlico Rd,1,3,"4160 Pimlico Rd, Baltimore Maryland",39.337233749999996,-76.66307816896551
71,1536706,"October 27, 2019",Michigan,Detroit,East Outer Dr and Helen St,0,4,"East Outer Dr and Helen St, Detroit Michigan",Not Found,Not Found
72,1535629,"October 27, 2019",Michigan,Lansing,Balfour Dr and W Miller Rd,1,4,"Balfour Dr and W Miller Rd, Lansing Michigan",Not Found,Not Found
73,1535478,"October 26, 2019",Texas,Greenville,2275 US-380,2,6,"2275 US-380, Greenville Texas",33.1403476,-96.1469706
74,1534704,"October 24, 2019",Oklahoma,Oklahoma City,1900  NW 12th St,2,2,"1900  NW 12th St, Oklahoma City Oklahoma",35.481614,-97.543448
75,1533166,"October 22, 2019",Oklahoma,Oklahoma City (Midwest City),7020 E Green Ave,1,3,"7020 E Green Ave, Oklahoma City (Midwest City) Oklahoma",Not Found,Not Found
76,1531326,"October 21, 2019",South Carolina,Sumter,29 Wesmark Blvd,0,4,"29 Wesmark Blvd, Sumter South Carolina",33.9522717093972,-80.37635718739442
77,1530965,"October 20, 2019",Texas,Port Arthur,1100  Vicksburg Ave,1,3,"1100  Vicksburg Ave, Port Arthur Texas",29.886437,-93.931533
78,1530407,"October 19, 2019",Pennsylvania,Duquesne,600  Priscilla Ave,0,4,"600  Priscilla Ave, Duquesne Pennsylvania",40.368155,-79.849579
79,1530276,"October 19, 2019",Texas,El Paso,3812 Truman Ave,1,4,"3812 Truman Ave, El Paso Texas",31.819049897959186,-106.4473873877551
80,1527528,"October 15, 2019",Ohio,Columbus,1600  Manchester Ave,0,4,"1600  Manchester Ave, Columbus Ohio",40.02198973065733,-82.96854410951934
81,1525999,"October 13, 2019",Pennsylvania,Philadelphia,W Clearfield St and N 8th St,0,6,"W Clearfield St and N 8th St, Philadelphia Pennsylvania",Not Found,Not Found
82,1526952,"October 13, 2019",Ohio,Akron,Main St,0,4,"Main St, Akron Ohio",41.0650263,-81.51927045825263
83,1525062,"October 12, 2019",New York,Brooklyn,75 Utica Ave,4,3,"75 Utica Ave, Brooklyn New York",40.676374550000006,-73.93019244999999
84,1525476,"October 12, 2019",Illinois,Chicago,6733 W Irving Park Rd,5,0,"6733 W Irving Park Rd, Chicago Illinois",41.952478049999996,-87.79513699911647
85,1525408,"October 12, 2019",Pennsylvania,Philadelphia,700  W Russell St,1,3,"700  W Russell St, Philadelphia Pennsylvania",40.003625,-75.141578
86,1525628,"October 12, 2019",Maryland,Baltimore,800  W Lexington St,1,3,"800  W Lexington St, Baltimore Maryland",39.2910158,-76.6331812
87,1525265,"October 12, 2019",Michigan,Eastpointe,15163 E 10 Mile Rd,1,5,"15163 E 10 Mile Rd, Eastpointe Michigan",42.479624,-82.964476
88,1523606,"October 10, 2019",Florida,Tampa,5410 N Falkenburg Rd,2,2,"5410 N Falkenburg Rd, Tampa Florida",Not Found,Not Found
89,1524264,"October 10, 2019",Pennsylvania,Philadelphia,900  S 5th St,0,5,"900  S 5th St, Philadelphia Pennsylvania",39.937224,-75.151892
90,1522979,"October 9, 2019",Massachusetts,Lowell,149 Ennell Street,0,5,"149 Ennell Street, Lowell Massachusetts",42.657345449999994,-71.30917430120968
91,1523204,"October 9, 2019",Maryland,Baltimore,1600  W North Ave,1,3,"1600  W North Ave, Baltimore Maryland",39.3102265,-76.6434237
92,1521226,"October 7, 2019",Massachusetts,Abington,135 Centre Ave,5,0,"135 Centre Ave, Abington Massachusetts",42.106590249999996,-70.93858896888776
93,1520425,"October 6, 2019",Indiana,Evansville,1127 Chestnut St,0,5,"1127 Chestnut St, Evansville Indiana",37.97305623295038,-87.56096153409925
94,1520499,"October 6, 2019",Colorado,Denver,7100  Ruth Way,0,4,"7100  Ruth Way, Denver Colorado",Not Found,Not Found
95,1520330,"October 6, 2019",Kansas,Kansas City,1013 Central Ave,4,5,"1013 Central Ave, Kansas City Kansas",39.1009854,-94.6361288
96,1520547,"October 5, 2019",Missouri,Saint Louis,10035 Crown Point Dr,0,5,"10035 Crown Point Dr, Saint Louis Missouri",38.7508712,-90.260806
97,1519090,"October 3, 2019",North Carolina,Roxboro,700 South Foushee St,1,3,"700 South Foushee St, Roxboro North Carolina",36.382044,-78.985398
98,1518859,"October 3, 2019",Missouri,Marshall,S Olson Ave,1,3,"S Olson Ave, Marshall Missouri",39.1128559,-93.1932848
99,1517804,"October 1, 2019",Missouri,Saint Louis,Leonor K. Sullivan Blvd and Poplar St,0,4,"Leonor K. Sullivan Blvd and Poplar St, Saint Louis Missouri",Not Found,Not Found
100,1515312,"September 29, 2019",Illinois,Round Lake (Round Lake Park),500  Fairlawn Ave,1,3,"500  Fairlawn Ave, Round Lake (Round Lake Park) Illinois",Not Found,Not Found
101,1515242,"September 29, 2019",Wisconsin,Milwaukee,1500  N 29th St,0,4,"1500  N 29th St, Milwaukee Wisconsin",43.050185,-87.949894
102,1515128,"September 29, 2019",Florida,Jacksonville,2200  Clemente Dr,0,4,"2200  Clemente Dr, Jacksonville Florida",30.324755,-81.68903
103,1517360,"September 29, 2019",Kansas,Claflin,1500  NE 100th Rd,0,4,"1500  NE 100th Rd, Claflin Kansas",Not Found,Not Found
104,1515327,"September 29, 2019",Texas,Beaumont,4100  Highland Ave,4,0,"4100  Highland Ave, Beaumont Texas",30.046732,-94.085528
105,1511999,"September 24, 2019",Illinois,Chicago,2000  South Hoyne Ave,1,3,"2000  South Hoyne Ave, Chicago Illinois",41.854771,-87.678475
106,1510411,"September 23, 2019",Indiana,Gary,1600  Connecticut St,2,2,"1600  Connecticut St, Gary Indiana",41.586805,-87.334522
107,1509721,"September 22, 2019",Missouri,Kansas City,2111 Television Plaza,0,5,"2111 Television Plaza, Kansas City Missouri",39.08385045,-94.4816187
108,1509411,"September 21, 2019",Louisiana,New Orleans,Poland Ave and St. Claude Ave,0,4,"Poland Ave and St. Claude Ave, New Orleans Louisiana",Not Found,Not Found
109,1508804,"September 21, 2019",South Carolina,Lancaster,1399 Old Charlotte Rd,2,8,"1399 Old Charlotte Rd, Lancaster South Carolina",34.741959,-80.777907
110,1509510,"September 21, 2019",Indiana,Indianapolis,101 W Maryland St,0,6,"101 W Maryland St, Indianapolis Indiana",39.765601,-86.160105
111,1512486,"September 21, 2019",Ohio,Cleveland,3616 East 144th St,4,0,"3616 East 144th St, Cleveland Ohio",41.461159,-81.581445
112,1508859,"September 20, 2019",Louisiana,New Orleans,Canal Blvd and City Park Ave,1,5,"Canal Blvd and City Park Ave, New Orleans Louisiana",Not Found,Not Found
113,1507939,"September 19, 2019",District of Columbia,Washington,1300  Columbia Rd NW,1,5,"1300  Columbia Rd NW, Washington District of Columbia",38.9274452,-77.0300322239827
114,1507156,"September 18, 2019",Illinois,Chicago,4200  W Madison St,3,1,"4200  W Madison St, Chicago Illinois",41.8809866,-87.73095225936294
115,1507092,"September 18, 2019",California,Wilmington,800  Bayview Ave,2,2,"800  Bayview Ave, Wilmington California",Not Found,Not Found
116,1505354,"September 16, 2019",Wyoming,Cheyenne,3436 E 11th St,2,2,"3436 E 11th St, Cheyenne Wyoming",41.13557273417345,-104.76676011301957
117,1504030,"September 14, 2019",Missouri,Saint Louis,5200  Tennessee Ave,1,3,"5200  Tennessee Ave, Saint Louis Missouri",38.570828,-90.250767
118,1504012,"September 14, 2019",California,Oakland,38th Ave and MacArthur Blvd,1,4,"38th Ave and MacArthur Blvd, Oakland California",37.7908374,-122.198091
119,1504387,"September 14, 2019",Georgia,Lagrange,1400  Elm St,0,4,"1400  Elm St, Lagrange Georgia",33.017383,-85.042787
120,1503207,"September 12, 2019",New Mexico,Albuquerque,1919 Ladera Dr NW,1,4,"1919 Ladera Dr NW, Albuquerque New Mexico",35.10344663265306,-106.73249189795918
121,1503192,"September 12, 2019",New Mexico,Albuquerque,1028 Lura Pl SW,4,2,"1028 Lura Pl SW, Albuquerque New Mexico",35.06409354788969,-106.68428371910076
122,1501350,"September 10, 2019",Illinois,Chicago,2200  W Maypole Ave,0,4,"2200  W Maypole Ave, Chicago Illinois",41.883993,-87.681756
123,1499460,"September 8, 2019",South Carolina,Sumter,1083 Broad St,2,2,"1083 Broad St, Sumter South Carolina",33.95044346026532,-80.37618665929246
124,1500098,"September 8, 2019",Louisiana,Alexandria,2900  Cypress St,1,3,"2900  Cypress St, Alexandria Louisiana",31.2856856,-92.4439382
125,1499300,"September 7, 2019",North Carolina,Whiteville,Brittany Ln,3,1,"Brittany Ln, Whiteville North Carolina",Not Found,Not Found
126,1497702,"September 4, 2019",Louisiana,Marrero,3044 Sorbonne Dr,2,2,"3044 Sorbonne Dr, Marrero Louisiana",Not Found,Not Found
127,1497180,"September 4, 2019",Florida,Jacksonville,400 W 62nd St,0,4,"400 W 62nd St, Jacksonville Florida",30.384363,-81.659059
128,1494697,"September 2, 2019",North Carolina,Greensboro,5528 W Market St,2,2,"5528 W Market St, Greensboro North Carolina",36.0756862,-79.9120991
129,1495141,"September 2, 2019",Illinois,Chicago,6200  S King Dr,0,4,"6200  S King Dr, Chicago Illinois",41.709143,-87.6138244
130,1495192,"September 2, 2019",Alabama,Elkmont,25019 Ridge Road,5,0,"25019 Ridge Road, Elkmont Alabama",34.919752130939884,-86.96812657396381
131,1494113,"September 1, 2019",Connecticut,Hartford,80 Edgewood St,1,3,"80 Edgewood St, Hartford Connecticut",41.779549336125044,-72.69128948750819
132,1494669,"September 1, 2019",North Carolina,Rocky Mount,521 Country Club Road,0,4,"521 Country Club Road, Rocky Mount North Carolina",35.967171809877215,-77.8260413182094
133,1494548,"September 1, 2019",Alabama,Valley,502 Boulevard,0,7,"502 Boulevard, Valley Alabama",32.79451040242053,-85.18508639763151
134,1493374,"September 1, 2019",Ohio,Toledo,3257 Stickney Ave,0,4,"3257 Stickney Ave, Toledo Ohio",41.6827107,-83.52712725
135,1492778,"August 31, 2019",North Carolina,Charlotte,10035 Dabney Dr,1,3,"10035 Dabney Dr, Charlotte North Carolina",35.31171448409232,-80.71789182683781
136,1492377,"August 31, 2019",South Carolina,Moncks Corner,336 Maplewood Rd,0,4,"336 Maplewood Rd, Moncks Corner South Carolina",Not Found,Not Found
137,1492441,"August 31, 2019",Texas,Odessa,8250 TX 191,8,23,"8250 TX 191, Odessa Texas",31.923482,-102.288585
138,1492264,"August 31, 2019",Pennsylvania,Philadelphia,4600  4th St,2,2,"4600  4th St, Philadelphia Pennsylvania",40.021012,-75.132089
139,1493429,"August 31, 2019",Maryland,Baltimore,900  N Monroe St,0,4,"900  N Monroe St, Baltimore Maryland",39.299088999999995,-76.6477431875
140,1492297,"August 31, 2019",Maryland,Frederick,600  N Market St,0,4,"600  N Market St, Frederick Maryland",39.421697,-77.409874
141,1493038,"August 31, 2019",Illinois,Chicago,7100  S Paulina St,2,3,"7100  S Paulina St, Chicago Illinois",41.7643,-87.66634
142,1491495,"August 30, 2019",Maryland,Baltimore,1600  E 29th St,1,3,"1600  E 29th St, Baltimore Maryland",39.3248153,-76.5928564038286
143,1492087,"August 30, 2019",Alabama,Mobile,1621 Virginia St,0,6,"1621 Virginia St, Mobile Alabama",30.674359833333334,-88.07331191666667
144,1490466,"August 29, 2019",Maryland,Baltimore,2500  E Monument St,1,3,"2500  E Monument St, Baltimore Maryland",39.298949,-76.582165
145,1487729,"August 25, 2019",New Mexico,Hobbs,1700  E Bond St,3,4,"1700  E Bond St, Hobbs New Mexico",32.70355761080692,-103.11641533443789
146,1487573,"August 25, 2019",Illinois,Chicago,8200  S Maryland Ave,1,3,"8200  S Maryland Ave, Chicago Illinois",41.745686,-87.60392
147,1487356,"August 24, 2019",Maryland,Temple Hills (Camp Springs),6200  Maxwell Dr,0,7,"6200  Maxwell Dr, Temple Hills (Camp Springs) Maryland",Not Found,Not Found
148,1487224,"August 24, 2019",Massachusetts,Lynn,Warren Street,1,3,"Warren Street, Lynn Massachusetts",42.4612775,-70.9601164
149,1486232,"August 23, 2019",Texas,Houston,4900  Southwind St,3,2,"4900  Southwind St, Houston Texas",29.67796808942835,-95.35040567071151
150,1489373,"August 23, 2019",Georgia,Dublin,200 Riverview Park Dr,0,4,"200 Riverview Park Dr, Dublin Georgia",32.518076,-82.898599
151,1486675,"August 23, 2019",Missouri,Saint Louis,1122 Union Blvd,1,3,"1122 Union Blvd, Saint Louis Missouri",38.658187999999996,-90.272548
152,1485340,"August 22, 2019",South Carolina,Columbia,851 Bush River Rd,2,2,"851 Bush River Rd, Columbia South Carolina",34.030272969734334,-81.10083529843436
153,1485548,"August 22, 2019",California,Los Angeles,300  West Fifth St,0,4,"300  West Fifth St, Los Angeles California",34.0518393,-118.4140469
154,1484335,"August 20, 2019",Georgia,Atlanta,111 James P Brawley Dr SW,0,4,"111 James P Brawley Dr SW, Atlanta Georgia",33.7515384,-84.41355964476884
155,1482199,"August 18, 2019",Missouri,Kansas City,770 W 47th St,0,4,"770 W 47th St, Kansas City Missouri",39.04278205,-94.59566391298651
156,1481989,"August 17, 2019",Texas,Houston,12500  Mylla St,0,6,"12500  Mylla St, Houston Texas",29.762516,-95.215302
157,1480326,"August 15, 2019",Alabama,Montgomery,847 N University Dr,2,3,"847 N University Dr, Montgomery Alabama",32.371463,-86.187053
158,1479894,"August 15, 2019",Pennsylvania,Philadelphia,1400  W Conlyn St,0,5,"1400  W Conlyn St, Philadelphia Pennsylvania",40.041924,-75.144206
159,1478869,"August 14, 2019",Pennsylvania,Philadelphia,3716 N 15th St,0,6,"3716 N 15th St, Philadelphia Pennsylvania",40.00980371428572,-75.15291130612245
160,1479395,"August 13, 2019",Washington,Tacoma,E 38th St and E Roosevelt Ave,2,3,"E 38th St and E Roosevelt Ave, Tacoma Washington",Not Found,Not Found
161,1478480,"August 12, 2019",Mississippi,Greenwood,200 Young St,0,4,"200 Young St, Greenwood Mississippi",33.519195,-90.174034
162,1475924,"August 11, 2019",Illinois,Chicago,3500  W Lake St,0,6,"3500  W Lake St, Chicago Illinois",41.8849162,-87.7136872
163,1475361,"August 10, 2019",Virginia,Richmond,6346 Midlothian Turnpike,0,4,"6346 Midlothian Turnpike, Richmond Virginia",37.5044843,-77.51480841972634
164,1476271,"August 10, 2019",California,San Francisco,1100 Fillmore St,0,4,"1100 Fillmore St, San Francisco California",37.779831099999996,-122.43170806268445
165,1475208,"August 9, 2019",Illinois,Chicago,7300  S Artesian Ave,0,4,"7300  S Artesian Ave, Chicago Illinois",41.7608977,-87.68464345000001
166,1472641,"August 7, 2019",Missouri,Saint Louis,4900  Plover Ave,3,1,"4900  Plover Ave, Saint Louis Missouri",38.695208,-90.256476
167,1469344,"August 5, 2019",New York,Brooklyn,216 Buffalo Ave,0,4,"216 Buffalo Ave, Brooklyn New York",40.67172995,-73.92551270178228
168,1527721,"August 4, 2019",Louisiana,Lake Charles,110 Pryce St,0,4,"110 Pryce St, Lake Charles Louisiana",Not Found,Not Found
169,1468190,"August 4, 2019",Illinois,Chicago,1800 S Kildare Ave,1,7,"1800 S Kildare Ave, Chicago Illinois",41.856805,-87.73268
170,1468799,"August 4, 2019",Tennessee,Memphis,443 E Shelby Dr,1,3,"443 E Shelby Dr, Memphis Tennessee",35.02074732543872,-90.04891650349556
171,1468091,"August 4, 2019",Illinois,Chicago,2900  W Roosevelt Rd,0,7,"2900  W Roosevelt Rd, Chicago Illinois",41.8669802,-87.6614615
172,1467828,"August 4, 2019",Ohio,Dayton,419 E 5th St,10,17,"419 E 5th St, Dayton Ohio",39.7572779,-84.1844036
173,1466705,"August 3, 2019",Texas,El Paso,7101 Gateway Blvd,23,23,"7101 Gateway Blvd, El Paso Texas",29.5755935,-98.33547529537049
174,1467157,"August 2, 2019",Virginia,Suffolk,200  N Broad St,2,3,"200  N Broad St, Suffolk Virginia",36.731671,-76.593012
175,1462317,"July 30, 2019",Ohio,Columbus,1280 E Long St,0,5,"1280 E Long St, Columbus Ohio",39.968904159999994,-82.96724344
176,1460630,"July 28, 2019",Pennsylvania,Philadelphia,2600  Carroll St,1,5,"2600  Carroll St, Philadelphia Pennsylvania",39.917617,-75.233541
177,1460448,"July 28, 2019",California,Gilroy,7050 Miller Ave,4,17,"7050 Miller Ave, Gilroy California",36.99768975,-121.58546605000001
178,1461352,"July 28, 2019",Wisconsin,Chippewa Falls,16964 54th Ave,5,2,"16964 54th Ave, Chippewa Falls Wisconsin",Not Found,Not Found
179,1459941,"July 28, 2019",District of Columbia,Washington,637 T St NW,0,4,"637 T St NW, Washington District of Columbia",38.9157192,-77.0213818
180,1460726,"July 28, 2019",Illinois,Chicago,3938 W Roosevelt Rd,0,4,"3938 W Roosevelt Rd, Chicago Illinois",41.8665863,-87.7245379
181,1459389,"July 27, 2019",Kansas,Wichita,505 N Rock Rd,1,3,"505 N Rock Rd, Wichita Kansas",37.694032232622874,-97.24464049170918
182,1459718,"July 27, 2019",New York,Brooklyn,1555 Linden Blvd,1,11,"1555 Linden Blvd, Brooklyn New York",40.656273150000004,-73.90271889104511
183,1459201,"July 26, 2019",Washington,Kennewick,E 10th Ave,1,3,"E 10th Ave, Kennewick Washington",46.1981609,-119.1110864
184,1457165,"July 25, 2019",California,Canoga Park,21901 Roscoe Boulevard,4,2,"21901 Roscoe Boulevard, Canoga Park California",Not Found,Not Found
185,1453327,"July 21, 2019",Illinois,Chicago,3900  Roosevelt Rd,0,4,"3900  Roosevelt Rd, Chicago Illinois",41.86644785,-87.72294486378736
