Incident ID,State,City Or County,Address,# Killed,# Injured,Full_Address,Latitude,Longitude,Date,Year
1568230,New Jersey,Jersey City,223 Martin Luther King Dr,6,3,"223 Martin Luther King Dr, Jersey City New Jersey",40.7147116,-74.0754342,December 10, 2019
1567932,Texas,Desoto,200  W Wintergreen Rd,2,3,"200  W Wintergreen Rd, Desoto Texas",32.618494,-96.858505,December 8, 2019
1567231,Louisiana,New Orleans,3801 Washington Ave,1,4,"3801 Washington Ave, New Orleans Louisiana",29.9488906,-90.0990511841542,December 8, 2019
1565216,Florida,Pensacola,280 Taylor Rd,4,8,"280 Taylor Rd, Pensacola Florida",30.4780499,-87.1947105,December 6, 2019
1564524,Alabama,Montgomery,500 Eastdale Rd S,2,2,"500 Eastdale Rd S, Montgomery Alabama",32.376413,-86.204633,December 4, 2019
1562043,Louisiana,Cotton Valley,116 Hawthorne Loop,2,3,"116 Hawthorne Loop, Cotton Valley Louisiana",32.813105905196686,-93.42970458367982,December 1, 2019
1561966,Louisiana,New Orleans,2000  N Dorgenois St,2,2,"2000  N Dorgenois St, New Orleans Louisiana",29.98224,-90.064844,December 1, 2019
1561813,Illinois,Aurora,700  S 5th St,1,4,"700  S 5th St, Aurora Illinois",41.742544,-88.312058,December 1, 2019
1561734,Louisiana,New Orleans,700  Canal St,0,12,"700  Canal St, New Orleans Louisiana",29.9530497,-90.0694014,December 1, 2019
1560645,Texas,Amarillo,2650 Dumas Dr,0,7,"2650 Dumas Dr, Amarillo Texas",35.24087693805399,-101.83087625516222,November 29, 2019
1557006,Alabama,Birmingham,7 15th St W,1,4,"7 15th St W, Birmingham Alabama",33.499027,-86.861075,November 24, 2019
1556633,California,Los Angeles,100  E 11th St,0,6,"100  E 11th St, Los Angeles California",34.038948,-118.25808,November 24, 2019
1556984,Louisiana,Cottonport,3846 LA-29,2,2,"3846 LA-29, Cottonport Louisiana",30.992591870644784,-92.08018617120663,November 24, 2019
1555879,California,Los Angeles,833 S Spring St,0,4,"833 S Spring St, Los Angeles California",34.0423785,-118.2544884,November 23, 2019
1556002,Louisiana,Tallulah,Depot St,1,6,"Depot St, Tallulah Louisiana",32.4072437,-91.187437,November 23, 2019
1555135,California,Long Beach,1100  10th St,0,5,"1100  10th St, Long Beach California",33.77888,-118.178911,November 21, 2019
1554807,Washington,Everett,120 West Casino Rd,0,4,"120 West Casino Rd, Everett Washington",47.92180774032327,-122.23446184829128,November 21, 2019
1552068,New Jersey,Newark,139 S 8th St,1,4,"139 S 8th St, Newark New Jersey",40.745734428571424,-74.19613157142858,November 18, 2019
1551531,California,Fresno,5361 E Lamona Ave,4,6,"5361 E Lamona Ave, Fresno California",36.7607744,-119.71526533333332,November 17, 2019
1551162,Ohio,Cleveland,7100  Lawn Ave,0,4,"7100  Lawn Ave, Cleveland Ohio",41.47606196385542,-81.73367860240964,November 17, 2019
1550546,California,San Diego,2152 Flintridge Dr,6,0,"2152 Flintridge Dr, San Diego California",32.677611,-117.069088,November 16, 2019
1548689,California,Santa Clarita,21900 Centurion Way,3,3,"21900 Centurion Way, Santa Clarita California",34.443057,-118.517993,November 14, 2019
1547021,Florida,Belle Glade,SW 7th St,0,4,"SW 7th St, Belle Glade Florida",26.680364,-80.67608,November 11, 2019
1546102,Missouri,Kansas City,4704 Independence Ave,0,4,"4704 Independence Ave, Kansas City Missouri",39.10557589795918,-94.52704771428571,November 10, 2019
1546038,Tennessee,Memphis,2080 E. Brooks Rd,1,4,"2080 E. Brooks Rd, Memphis Tennessee",35.060725,-89.993934,November 10, 2019
1546155,Arkansas,Little Rock,3000  W 12th St,0,4,"3000  W 12th St, Little Rock Arkansas",34.740044,-92.307069,November 10, 2019
1545955,Michigan,Detroit,3800  E McNichols Rd,0,4,"3800  E McNichols Rd, Detroit Michigan",42.418576,-83.06344,November 9, 2019
1546508,Georgia,Vidalia,Wiggins St,0,4,"Wiggins St, Vidalia Georgia",32.227936,-82.40839,November 9, 2019
1545027,North Carolina,Raleigh,503 Bragg St,1,3,"503 Bragg St, Raleigh North Carolina",35.765796,-78.632536,November 8, 2019
1541774,Texas,Houston,5000  Northridge Dr,1,4,"5000  Northridge Dr, Houston Texas",29.671295,-95.348409,November 4, 2019
1540863,Ohio,Toledo,600  Magnolia St,0,4,"600  Magnolia St, Toledo Ohio",41.661972,-83.521434,November 3, 2019
1540280,Louisiana,Baton Rouge,137 Taylor St,0,4,"137 Taylor St, Baton Rouge Louisiana",30.42617728367528,-91.18090537456092,November 2, 2019
1540240,Michigan,Detroit,7000  E. Kirby,1,4,"7000  E. Kirby, Detroit Michigan",42.3607919,-83.06548262690518,November 2, 2019
1539557,Texas,San Angelo,1616 S Chadbourne St,0,4,"1616 S Chadbourne St, San Angelo Texas",31.444618959183675,-100.43453322448978,November 1, 2019
1539347,California,Orinda,114 Lucille Way,5,3,"114 Lucille Way, Orinda California",37.87233560202386,-122.18409624452497,October 31, 2019
1537992,Pennsylvania,Philadelphia,5026 Walton Ave,4,0,"5026 Walton Ave, Philadelphia Pennsylvania",39.94920312244898,-75.22368934693877,October 30, 2019
1537044,Maryland,Baltimore,4700  Liberty Heights Ave,1,3,"4700  Liberty Heights Ave, Baltimore Maryland",39.33167295,-76.69577977179884,October 29, 2019
1537672,California,Long Beach,2709 E 7th St,3,9,"2709 E 7th St, Long Beach California",33.7741317,-118.1071982,October 29, 2019
1536787,Maryland,Baltimore,4160 Pimlico Rd,1,3,"4160 Pimlico Rd, Baltimore Maryland",39.33723375,-76.66307816896551,October 28, 2019
1535478,Texas,Greenville,2275 US-380,2,6,"2275 US-380, Greenville Texas",33.1403476,-96.1469706,October 26, 2019
1534704,Oklahoma,Oklahoma City,1900  NW 12th St,2,2,"1900  NW 12th St, Oklahoma City Oklahoma",35.481614,-97.543448,October 24, 2019
1531326,South Carolina,Sumter,29 Wesmark Blvd,0,4,"29 Wesmark Blvd, Sumter South Carolina",33.9522717093972,-80.37635718739442,October 21, 2019
1530965,Texas,Port Arthur,1100  Vicksburg Ave,1,3,"1100  Vicksburg Ave, Port Arthur Texas",29.886437,-93.931533,October 20, 2019
1530407,Pennsylvania,Duquesne,600  Priscilla Ave,0,4,"600  Priscilla Ave, Duquesne Pennsylvania",40.368155,-79.849579,October 19, 2019
1530276,Texas,El Paso,3812 Truman Ave,1,4,"3812 Truman Ave, El Paso Texas",31.819049897959182,-106.4473873877551,October 19, 2019
1527528,Ohio,Columbus,1600  Manchester Ave,0,4,"1600  Manchester Ave, Columbus Ohio",40.02198973065733,-82.96854410951934,October 15, 2019
1526952,Ohio,Akron,Main St,0,4,"Main St, Akron Ohio",41.0650263,-81.51927045825263,October 13, 2019
1525062,New York,Brooklyn,75 Utica Ave,4,3,"75 Utica Ave, Brooklyn New York",40.676374550000006,-73.93019244999999,October 12, 2019
1525476,Illinois,Chicago,6733 W Irving Park Rd,5,0,"6733 W Irving Park Rd, Chicago Illinois",41.95247805,-87.79513699911647,October 12, 2019
1525408,Pennsylvania,Philadelphia,700  W Russell St,1,3,"700  W Russell St, Philadelphia Pennsylvania",40.003625,-75.141578,October 12, 2019
1525628,Maryland,Baltimore,800  W Lexington St,1,3,"800  W Lexington St, Baltimore Maryland",39.2910158,-76.6331812,October 12, 2019
1525265,Michigan,Eastpointe,15163 E 10 Mile Rd,1,5,"15163 E 10 Mile Rd, Eastpointe Michigan",42.479624,-82.964476,October 12, 2019
1524264,Pennsylvania,Philadelphia,900  S 5th St,0,5,"900  S 5th St, Philadelphia Pennsylvania",39.937224,-75.151892,October 10, 2019
1522979,Massachusetts,Lowell,149 Ennell Street,0,5,"149 Ennell Street, Lowell Massachusetts",42.65734545,-71.30917430120968,October 9, 2019
1523204,Maryland,Baltimore,1600  W North Ave,1,3,"1600  W North Ave, Baltimore Maryland",39.3102265,-76.6434237,October 9, 2019
1521226,Massachusetts,Abington,135 Centre Ave,5,0,"135 Centre Ave, Abington Massachusetts",42.10659025,-70.93858896888776,October 7, 2019
1520425,Indiana,Evansville,1127 Chestnut St,0,5,"1127 Chestnut St, Evansville Indiana",37.97305623295038,-87.56096153409925,October 6, 2019
1520330,Kansas,Kansas City,1013 Central Ave,4,5,"1013 Central Ave, Kansas City Kansas",39.1009854,-94.6361288,October 6, 2019
1520547,Missouri,Saint Louis,10035 Crown Point Dr,0,5,"10035 Crown Point Dr, Saint Louis Missouri",38.7508712,-90.260806,October 5, 2019
1519090,North Carolina,Roxboro,700 South Foushee St,1,3,"700 South Foushee St, Roxboro North Carolina",36.382044,-78.985398,October 3, 2019
1518859,Missouri,Marshall,S Olson Ave,1,3,"S Olson Ave, Marshall Missouri",39.1128559,-93.1932848,October 3, 2019
1515242,Wisconsin,Milwaukee,1500  N 29th St,0,4,"1500  N 29th St, Milwaukee Wisconsin",43.050185,-87.949894,September 29, 2019
1515128,Florida,Jacksonville,2200  Clemente Dr,0,4,"2200  Clemente Dr, Jacksonville Florida",30.324755,-81.68903,September 29, 2019
1515327,Texas,Beaumont,4100  Highland Ave,4,0,"4100  Highland Ave, Beaumont Texas",30.046732,-94.085528,September 29, 2019
1511999,Illinois,Chicago,2000  South Hoyne Ave,1,3,"2000  South Hoyne Ave, Chicago Illinois",41.854771,-87.678475,September 24, 2019
1510411,Indiana,Gary,1600  Connecticut St,2,2,"1600  Connecticut St, Gary Indiana",41.586805,-87.334522,September 23, 2019
1509721,Missouri,Kansas City,2111 Television Plaza,0,5,"2111 Television Plaza, Kansas City Missouri",39.08385045,-94.4816187,September 22, 2019
1508804,South Carolina,Lancaster,1399 Old Charlotte Rd,2,8,"1399 Old Charlotte Rd, Lancaster South Carolina",34.741959,-80.777907,September 21, 2019
1509510,Indiana,Indianapolis,101 W Maryland St,0,6,"101 W Maryland St, Indianapolis Indiana",39.765601,-86.160105,September 21, 2019
1512486,Ohio,Cleveland,3616 East 144th St,4,0,"3616 East 144th St, Cleveland Ohio",41.461159,-81.581445,September 21, 2019
1507939,District of Columbia,Washington,1300  Columbia Rd NW,1,5,"1300  Columbia Rd NW, Washington District of Columbia",38.9274452,-77.0300322239827,September 19, 2019
1507156,Illinois,Chicago,4200  W Madison St,3,1,"4200  W Madison St, Chicago Illinois",41.8809866,-87.73095225936294,September 18, 2019
1505354,Wyoming,Cheyenne,3436 E 11th St,2,2,"3436 E 11th St, Cheyenne Wyoming",41.13557273417345,-104.76676011301956,September 16, 2019
1504030,Missouri,Saint Louis,5200  Tennessee Ave,1,3,"5200  Tennessee Ave, Saint Louis Missouri",38.570828,-90.250767,September 14, 2019
1504012,California,Oakland,38th Ave and MacArthur Blvd,1,4,"38th Ave and MacArthur Blvd, Oakland California",37.7908374,-122.198091,September 14, 2019
1504387,Georgia,Lagrange,1400  Elm St,0,4,"1400  Elm St, Lagrange Georgia",33.017383,-85.042787,September 14, 2019
1503207,New Mexico,Albuquerque,1919 Ladera Dr NW,1,4,"1919 Ladera Dr NW, Albuquerque New Mexico",35.10344663265306,-106.73249189795918,September 12, 2019
1503192,New Mexico,Albuquerque,1028 Lura Pl SW,4,2,"1028 Lura Pl SW, Albuquerque New Mexico",35.06409354788969,-106.68428371910076,September 12, 2019
1501350,Illinois,Chicago,2200  W Maypole Ave,0,4,"2200  W Maypole Ave, Chicago Illinois",41.883993,-87.681756,September 10, 2019
1499460,South Carolina,Sumter,1083 Broad St,2,2,"1083 Broad St, Sumter South Carolina",33.95044346026532,-80.37618665929246,September 8, 2019
1500098,Louisiana,Alexandria,2900  Cypress St,1,3,"2900  Cypress St, Alexandria Louisiana",31.2856856,-92.4439382,September 8, 2019
1497180,Florida,Jacksonville,400 W 62nd St,0,4,"400 W 62nd St, Jacksonville Florida",30.384363,-81.659059,September 4, 2019
1494697,North Carolina,Greensboro,5528 W Market St,2,2,"5528 W Market St, Greensboro North Carolina",36.0756862,-79.9120991,September 2, 2019
1495141,Illinois,Chicago,6200  S King Dr,0,4,"6200  S King Dr, Chicago Illinois",41.709143,-87.6138244,September 2, 2019
1495192,Alabama,Elkmont,25019 Ridge Road,5,0,"25019 Ridge Road, Elkmont Alabama",34.919752130939884,-86.96812657396381,September 2, 2019
1494113,Connecticut,Hartford,80 Edgewood St,1,3,"80 Edgewood St, Hartford Connecticut",41.77954933612504,-72.69128948750819,September 1, 2019
1494669,North Carolina,Rocky Mount,521 Country Club Road,0,4,"521 Country Club Road, Rocky Mount North Carolina",35.967171809877215,-77.8260413182094,September 1, 2019
1494548,Alabama,Valley,502 Boulevard,0,7,"502 Boulevard, Valley Alabama",32.79451040242053,-85.18508639763151,September 1, 2019
1493374,Ohio,Toledo,3257 Stickney Ave,0,4,"3257 Stickney Ave, Toledo Ohio",41.6827107,-83.52712725,September 1, 2019
1492778,North Carolina,Charlotte,10035 Dabney Dr,1,3,"10035 Dabney Dr, Charlotte North Carolina",35.31171448409232,-80.71789182683781,August 31, 2019
1492441,Texas,Odessa,8250 TX 191,8,23,"8250 TX 191, Odessa Texas",31.923482,-102.288585,August 31, 2019
1492264,Pennsylvania,Philadelphia,4600  4th St,2,2,"4600  4th St, Philadelphia Pennsylvania",40.021012,-75.132089,August 31, 2019
1493429,Maryland,Baltimore,900  N Monroe St,0,4,"900  N Monroe St, Baltimore Maryland",39.299089,-76.6477431875,August 31, 2019
1492297,Maryland,Frederick,600  N Market St,0,4,"600  N Market St, Frederick Maryland",39.421697,-77.409874,August 31, 2019
1493038,Illinois,Chicago,7100  S Paulina St,2,3,"7100  S Paulina St, Chicago Illinois",41.7643,-87.66634,August 31, 2019
1491495,Maryland,Baltimore,1600  E 29th St,1,3,"1600  E 29th St, Baltimore Maryland",39.3248153,-76.5928564038286,August 30, 2019
1492087,Alabama,Mobile,1621 Virginia St,0,6,"1621 Virginia St, Mobile Alabama",30.67435983333333,-88.07331191666667,August 30, 2019
1490466,Maryland,Baltimore,2500  E Monument St,1,3,"2500  E Monument St, Baltimore Maryland",39.298949,-76.582165,August 29, 2019
1487729,New Mexico,Hobbs,1700  E Bond St,3,4,"1700  E Bond St, Hobbs New Mexico",32.70355761080692,-103.11641533443787,August 25, 2019
1487573,Illinois,Chicago,8200  S Maryland Ave,1,3,"8200  S Maryland Ave, Chicago Illinois",41.745686,-87.60392,August 25, 2019
1487224,Massachusetts,Lynn,Warren Street,1,3,"Warren Street, Lynn Massachusetts",42.4612775,-70.9601164,August 24, 2019
1486232,Texas,Houston,4900  Southwind St,3,2,"4900  Southwind St, Houston Texas",29.67796808942835,-95.35040567071152,August 23, 2019
1489373,Georgia,Dublin,200 Riverview Park Dr,0,4,"200 Riverview Park Dr, Dublin Georgia",32.518076,-82.898599,August 23, 2019
1486675,Missouri,Saint Louis,1122 Union Blvd,1,3,"1122 Union Blvd, Saint Louis Missouri",38.658188,-90.272548,August 23, 2019
1485340,South Carolina,Columbia,851 Bush River Rd,2,2,"851 Bush River Rd, Columbia South Carolina",34.030272969734334,-81.10083529843436,August 22, 2019
1485548,California,Los Angeles,300  West Fifth St,0,4,"300  West Fifth St, Los Angeles California",34.0518393,-118.4140469,August 22, 2019
1484335,Georgia,Atlanta,111 James P Brawley Dr SW,0,4,"111 James P Brawley Dr SW, Atlanta Georgia",33.7515384,-84.41355964476884,August 20, 2019
1482199,Missouri,Kansas City,770 W 47th St,0,4,"770 W 47th St, Kansas City Missouri",39.04278205,-94.59566391298652,August 18, 2019
1481989,Texas,Houston,12500  Mylla St,0,6,"12500  Mylla St, Houston Texas",29.762516,-95.215302,August 17, 2019
1480326,Alabama,Montgomery,847 N University Dr,2,3,"847 N University Dr, Montgomery Alabama",32.371463,-86.187053,August 15, 2019
1479894,Pennsylvania,Philadelphia,1400  W Conlyn St,0,5,"1400  W Conlyn St, Philadelphia Pennsylvania",40.041924,-75.144206,August 15, 2019
1478869,Pennsylvania,Philadelphia,3716 N 15th St,0,6,"3716 N 15th St, Philadelphia Pennsylvania",40.00980371428572,-75.15291130612245,August 14, 2019
1478480,Mississippi,Greenwood,200 Young St,0,4,"200 Young St, Greenwood Mississippi",33.519195,-90.174034,August 12, 2019
1475924,Illinois,Chicago,3500  W Lake St,0,6,"3500  W Lake St, Chicago Illinois",41.8849162,-87.7136872,August 11, 2019
1475361,Virginia,Richmond,6346 Midlothian Turnpike,0,4,"6346 Midlothian Turnpike, Richmond Virginia",37.5044843,-77.51480841972634,August 10, 2019
1476271,California,San Francisco,1100 Fillmore St,0,4,"1100 Fillmore St, San Francisco California",37.7798311,-122.43170806268444,August 10, 2019
1475208,Illinois,Chicago,7300  S Artesian Ave,0,4,"7300  S Artesian Ave, Chicago Illinois",41.7608977,-87.68464345000001,August 9, 2019
1472641,Missouri,Saint Louis,4900  Plover Ave,3,1,"4900  Plover Ave, Saint Louis Missouri",38.695208,-90.256476,August 7, 2019
1469344,New York,Brooklyn,216 Buffalo Ave,0,4,"216 Buffalo Ave, Brooklyn New York",40.67172995,-73.92551270178228,August 5, 2019
1468190,Illinois,Chicago,1800 S Kildare Ave,1,7,"1800 S Kildare Ave, Chicago Illinois",41.856805,-87.73268,August 4, 2019
1468799,Tennessee,Memphis,443 E Shelby Dr,1,3,"443 E Shelby Dr, Memphis Tennessee",35.02074732543872,-90.04891650349556,August 4, 2019
1468091,Illinois,Chicago,2900  W Roosevelt Rd,0,7,"2900  W Roosevelt Rd, Chicago Illinois",41.8669802,-87.6614615,August 4, 2019
1467828,Ohio,Dayton,419 E 5th St,10,17,"419 E 5th St, Dayton Ohio",39.7572779,-84.1844036,August 4, 2019
1466705,Texas,El Paso,7101 Gateway Blvd,23,23,"7101 Gateway Blvd, El Paso Texas",29.5755935,-98.33547529537049,August 3, 2019
1467157,Virginia,Suffolk,200  N Broad St,2,3,"200  N Broad St, Suffolk Virginia",36.731671,-76.593012,August 2, 2019
1462317,Ohio,Columbus,1280 E Long St,0,5,"1280 E Long St, Columbus Ohio",39.96890416,-82.96724344,July 30, 2019
1460630,Pennsylvania,Philadelphia,2600  Carroll St,1,5,"2600  Carroll St, Philadelphia Pennsylvania",39.917617,-75.233541,July 28, 2019
1460448,California,Gilroy,7050 Miller Ave,4,17,"7050 Miller Ave, Gilroy California",36.99768975,-121.58546605,July 28, 2019
1459941,District of Columbia,Washington,637 T St NW,0,4,"637 T St NW, Washington District of Columbia",38.9157192,-77.0213818,July 28, 2019
1460726,Illinois,Chicago,3938 W Roosevelt Rd,0,4,"3938 W Roosevelt Rd, Chicago Illinois",41.8665863,-87.7245379,July 28, 2019
1459389,Kansas,Wichita,505 N Rock Rd,1,3,"505 N Rock Rd, Wichita Kansas",37.69403223262288,-97.24464049170918,July 27, 2019
1459718,New York,Brooklyn,1555 Linden Blvd,1,11,"1555 Linden Blvd, Brooklyn New York",40.65627315,-73.90271889104511,July 27, 2019
1459201,Washington,Kennewick,E 10th Ave,1,3,"E 10th Ave, Kennewick Washington",46.1981609,-119.1110864,July 26, 2019
1453327,Illinois,Chicago,3900  Roosevelt Rd,0,4,"3900  Roosevelt Rd, Chicago Illinois",41.86644785,-87.72294486378736,July 21, 2019
1453884,District of Columbia,Washington,2300  15th St NE,0,4,"2300  15th St NE, Washington District of Columbia",38.92104979601156,-76.98265523623947,July 21, 2019
1453350,Maryland,Baltimore,2800  Boarman Ave,1,3,"2800  Boarman Ave, Baltimore Maryland",39.3380494,-76.667863705625,July 20, 2019
1452654,Pennsylvania,Clairton,501 Waddell Ave,0,4,"501 Waddell Ave, Clairton Pennsylvania",40.2942909,-79.886323,July 20, 2019
1452617,Illinois,Chicago,2401 N Lake Shore Dr,0,7,"2401 N Lake Shore Dr, Chicago Illinois",41.902162,-87.6243207,July 20, 2019
1450767,Illinois,Chicago,3427 W Fulton Blvd,1,3,"3427 W Fulton Blvd, Chicago Illinois",41.8860294,-87.71226262272117,July 18, 2019
1449602,Texas,San Antonio,6989 San Pedro Ave,0,4,"6989 San Pedro Ave, San Antonio Texas",29.50685344897959,-98.4993681632653,July 16, 2019
1448578,Georgia,Atlanta,1572 Hardee St NE,0,4,"1572 Hardee St NE, Atlanta Georgia",33.7554917,-84.33616286666667,July 15, 2019
1447456,Illinois,Chicago,4600  W Erie St,0,4,"4600  W Erie St, Chicago Illinois",41.89250675,-87.7415413442209,July 14, 2019
1446611,Illinois,Chicago,7900  S Loomis Blvd,1,4,"7900  S Loomis Blvd, Chicago Illinois",41.749896,-87.658686,July 13, 2019
1447057,Pennsylvania,Philadelphia,5433 Lansdowne Ave,0,7,"5433 Lansdowne Ave, Philadelphia Pennsylvania",39.977018,-75.231047,July 13, 2019
1445066,Texas,Houston,5901 Royal Palms St,0,4,"5901 Royal Palms St, Houston Texas",29.697095,-95.331705,July 11, 2019
1441396,Illinois,Chicago,5600  S Paulina St,0,4,"5600  S Paulina St, Chicago Illinois",41.7920571,-87.6672798290678,July 7, 2019
1441296,Illinois,Chicago,600  W 61st Pl,0,4,"600  W 61st Pl, Chicago Illinois",41.782649,-87.640231,July 7, 2019
1441317,New Mexico,Albuquerque,211 Gold Ave SW,0,4,"211 Gold Ave SW, Albuquerque New Mexico",35.08337002040817,-106.64965375510204,July 7, 2019
1441427,California,San Jose,3036 Quinto Way,0,4,"3036 Quinto Way, San Jose California",37.2680284,-121.91415463138289,July 6, 2019
1441721,Missouri,Saint Louis,1921 Chambers Rd,5,0,"1921 Chambers Rd, Saint Louis Missouri",38.7496985,-90.2638313,July 6, 2019
1440510,Massachusetts,Boston,Maple St,0,6,"Maple St, Boston Massachusetts",42.254349,-71.122409,July 5, 2019
1440879,Nevada,Reno,600  Spokane St,1,5,"600  Spokane St, Reno Nevada",39.534819,-119.800639,July 5, 2019
1439593,Illinois,Chicago,1600  E 67th St,0,5,"1600  E 67th St, Chicago Illinois",41.773424,-87.58559,July 5, 2019
1440765,Illinois,Rockford,1100  Preston St,0,4,"1100  Preston St, Rockford Illinois",42.271411,-89.106486,July 4, 2019
1439737,California,Los Angeles,1900  Adair St,0,4,"1900  Adair St, Los Angeles California",34.027866,-118.258251,July 4, 2019
1438971,Illinois,Chicago,800  N Homan Ave,1,3,"800  N Homan Ave, Chicago Illinois",41.895628,-87.71155,July 4, 2019
1439765,California,Fresno,4700  E Hamilton Ave,1,3,"4700  E Hamilton Ave, Fresno California",36.724541,-119.740701,July 4, 2019
1438602,Missouri,Saint Louis (Wellston),6250 Page Ave,0,4,"6250 Page Ave, Saint Louis (Wellston) Missouri",38.67147251619031,-90.2926157625026,July 2, 2019
1437094,Maryland,Baltimore,1200  N Luzerne Ave,0,4,"1200  N Luzerne Ave, Baltimore Maryland",39.3049054,-76.58146990584476,July 1, 2019
1435804,California,Oakland,3000  Brookdale Ave,0,4,"3000  Brookdale Ave, Oakland California",37.79235585764368,-122.21584005806436,June 30, 2019
1436545,California,Yucaipa,12700  California St,0,5,"12700  California St, Yucaipa California",34.0230177700218,-117.03892398120674,June 30, 2019
1436254,Texas,Dallas,3535 Munger Ave,2,2,"3535 Munger Ave, Dallas Texas",32.8000263,-96.789442,June 30, 2019
1434931,Illinois,Chicago,2400  W Jackson Blvd,0,5,"2400  W Jackson Blvd, Chicago Illinois",41.877624,-87.687052,June 29, 2019
1435028,Louisiana,Baton Rouge,7132 Florida Blvd,0,7,"7132 Florida Blvd, Baton Rouge Louisiana",30.4561834,-91.0744703,June 29, 2019
1434882,New Jersey,Paterson,50  Jefferson St,0,4,"50  Jefferson St, Paterson New Jersey",40.92593566666667,-74.17172783333334,June 28, 2019
1434602,Connecticut,Hamden,937 Choate Ave,0,5,"937 Choate Ave, Hamden Connecticut",41.4219389,-72.9375443,June 28, 2019
1434893,New Jersey,Jersey City,167 Armstrong Ave,0,4,"167 Armstrong Ave, Jersey City New Jersey",40.70279005263158,-74.08737336842105,June 28, 2019
1435217,Minnesota,Saint Paul,909 Desoto St,0,5,"909 Desoto St, Saint Paul Minnesota",44.96861155102041,-93.08128487755104,June 28, 2019
1432930,Ohio,Akron,900  Rowe St,1,3,"900  Rowe St, Akron Ohio",41.05362595437136,-81.50195224695278,June 26, 2019
1433857,Wisconsin,Milwaukee,2800  N 34th St,0,4,"2800  N 34th St, Milwaukee Wisconsin",43.069848,-87.956103,June 26, 2019
1429475,California,La Jolla,7500  Draper Ave,1,3,"7500  Draper Ave, La Jolla California",32.839766,-117.276225,June 23, 2019
1429810,California,San Jose,568 Habbitts Court,5,0,"568 Habbitts Court, San Jose California",37.30102635,-121.84166990248572,June 23, 2019
1429047,Indiana,South Bend,1150 E Mishawaka Ave,1,10,"1150 E Mishawaka Ave, South Bend Indiana",41.6642161,-86.220977,June 23, 2019
1429480,Ohio,Columbus,1767 Genessee Ave,0,5,"1767 Genessee Ave, Columbus Ohio",40.0188615,-82.96345600000001,June 23, 2019
1429338,South Carolina,Abbeville,1108 Cambridge St,3,1,"1108 Cambridge St, Abbeville South Carolina",34.186326,-82.368428,June 23, 2019
1429022,Pennsylvania,Philadelphia,2400  Moore St,0,4,"2400  Moore St, Philadelphia Pennsylvania",39.930082,-75.185414,June 22, 2019
1428595,Maryland,Baltimore,800  N Port St,1,4,"800  N Port St, Baltimore Maryland",39.30019005,-76.58325428130952,June 22, 2019
1428788,Michigan,Saginaw,1506 N Charles St,1,3,"1506 N Charles St, Saginaw Michigan",43.42952536734694,-83.96779981632653,June 21, 2019
1427483,Illinois,Chicago,6300  S King Dr,0,4,"6300  S King Dr, Chicago Illinois",41.709143,-87.6138244,June 21, 2019
1428229,California,Richmond,700  14th St,0,5,"700  14th St, Richmond California",37.942231,-122.356299,June 21, 2019
1426537,Pennsylvania,Allentown,343 Hamilton St,0,10,"343 Hamilton St, Allentown Pennsylvania",40.60498455,-75.46273601403823,June 20, 2019
1425193,New Jersey,Newark,700  Dr Martin Luther King Jr Blvd,1,4,"700  Dr Martin Luther King Jr Blvd, Newark New Jersey",40.72910671052632,-74.18250686842106,June 18, 2019
1424957,Tennessee,Memphis,2872 Coach Dr,0,5,"2872 Coach Dr, Memphis Tennessee",35.20400746494646,-89.92512708370938,June 17, 2019
1423697,Pennsylvania,Philadelphia,6900  Reedbird Pl,1,5,"6900  Reedbird Pl, Philadelphia Pennsylvania",39.914285,-75.231178,June 16, 2019
1423435,Iowa,Des Moines,1200  Sampson St,0,6,"1200  Sampson St, Des Moines Iowa",41.600962,-93.592815,June 16, 2019
1422981,Louisiana,Shreveport,2500  Hollywood Ave,0,4,"2500  Hollywood Ave, Shreveport Louisiana",32.456562,-93.776939,June 15, 2019
1420933,North Carolina,Charlotte,305 N Graham St,1,3,"305 N Graham St, Charlotte North Carolina",35.23256130612245,-80.84442993877552,June 12, 2019
1419305,Colorado,Aurora,12500  E Kansas Pl,0,4,"12500  E Kansas Pl, Aurora Colorado",39.694709,-104.84240783333334,June 11, 2019
1418533,Ohio,Cleveland,17218 Tarkington Ave,1,3,"17218 Tarkington Ave, Cleveland Ohio",41.43123415362592,-81.55956234942828,June 9, 2019
1418548,New York,Buffalo,2081 Niagara St,0,4,"2081 Niagara St, Buffalo New York",42.9410149,-78.9053141,June 9, 2019
1418457,Tennessee,Henning,265 N Main St,1,3,"265 N Main St, Henning Tennessee",35.67375047163006,-89.57296024211253,June 9, 2019
1417570,Illinois,Chicago,3500  W North Ave,0,4,"3500  W North Ave, Chicago Illinois",41.9106332,-87.6677584,June 8, 2019
1417716,Texas,Austin,8220 TX-71,0,5,"8220 TX-71, Austin Texas",30.2192219,-97.7569018,June 7, 2019
1416374,Illinois,Chicago,2500  N Lake Shore Dr,1,3,"2500  N Lake Shore Dr, Chicago Illinois",41.902162,-87.6243207,June 6, 2019
1415399,California,Santa Rosa,828 W 9th Street,0,4,"828 W 9th Street, Santa Rosa California",38.4413913,-122.735294,June 5, 2019
1412419,South Carolina,Allendale,473 Main St S,0,5,"473 Main St S, Allendale South Carolina",33.037093,-81.228465,June 1, 2019
